施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,車椅子使用者対応トイレの設置有無⇒だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
JR 大森駅,2022/12/12,1430016,131113,東京都,大田区,大森北1丁目,,https://www.jreast.co.jp/setsubi/pdf/barrier-free11-12.pdf,35.7141672,139.7752204,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,2F,有,1,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
JR 神田駅,2022/12/12,1010044,131016,東京都,千代田区,鍛冶町2丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,1F,有,2,1F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
浅草線　西馬込,2022/12/12,1430026,131113,東京都,大田区,西馬込二丁目1番6号,03-3775-9611,https://www.kotsu.metro.tokyo.jp/subway/stations/nishi-magome.html,35.7281578,139.7684527,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,1,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終電まで,無,無,無,無,有,無,無,
浅草線　馬込,2022/1/31,1430021,131113,東京都,大田区,北馬込二丁目31番9号,03-3773-4210,https://www.kotsu.metro.tokyo.jp/subway/stations/magome.html,35.7381577,139.7520606,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終電まで,無,無,無,無,有,無,無,
大江戸線 新宿西口,2022/1/31,1600023,131041,東京都,新宿区,西新宿一丁目3番17号,03-5389-2254,https://www.kotsu.metro.tokyo.jp/subway/stations/shinjuku-nishiguchi.html,35.7381581,139.7586267,無,,無,,有,4,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B3F,有,1,B3F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,有,有（有料）,無,,無,,無,,無,,有,3,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,有,
浅草線　中延,2022/1/31,1420052,131091,東京都,品川区,東中延二丁目9番12号,03-3786-4634,https://www.kotsu.metro.tokyo.jp/subway/stations/nakanobu.html,35.7465785,139.7447686,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終電まで,無,無,無,無,有,無,無,
浅草線　戸越,2022/1/31,1420041,131091,東京都,品川区,戸越三丁目4番17号,03-3786-4635,https://www.kotsu.metro.tokyo.jp/subway/stations/togoshi.html,35.7531875,139.7362504,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,無,無,
大江戸線 若松河田,2022/1/31,1620054,131041,東京都,新宿区,河田町10番地10号,03-3350-0441,https://www.kotsu.metro.tokyo.jp/subway/stations/wakamatsu-kawada.html,35.763949,139.7246835,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　高輪台,2022/1/31,1080071,131032,東京都,港区,白金台二丁目26番7号先,03-3447-2983,https://www.kotsu.metro.tokyo.jp/subway/stations/takanawadai.html,35.7821846,139.7092358,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,無,無,車いす対応エスカレーター有（階段昇降機）。
大江戸線 牛込柳町,2022/1/31,1620053,131041,東京都,新宿区,原町2番地32号,03-3207-1730,https://www.kotsu.metro.tokyo.jp/subway/stations/ushigome-yanagicho.html,35.7468149,139.7516868,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 牛込神楽坂,2022/1/31,1620833,131041,東京都,新宿区,箪笥町15番地,03-5228-5318,https://www.kotsu.metro.tokyo.jp/subway/stations/ushigome-kagurazaka.html,35.7866243,139.7039723,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　泉岳寺,2022/1/31,1080074,131032,東京都,港区,高輪二丁目16番34号,03-3447-1769,https://www.kotsu.metro.tokyo.jp/subway/stations/sengakuji.html,35.7912024,139.6892139,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,B1F,有,2,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,車いす対応エスカレーター有（階段昇降機）。
浅草線　三田,2022/1/31,1080014,131032,東京都,港区,芝五丁目34番10号,03-3452-1770,https://www.kotsu.metro.tokyo.jp/subway/stations/mita.html,35.7331755,139.7762959,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,3,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 春日,2022/1/31,1120003,131059,東京都,文京区,春日一丁目16番17号,03-3815-2314,https://www.kotsu.metro.tokyo.jp/subway/stations/kasuga.html,35.7333194,139.7968674,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,3,B2F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　大門,2022/1/31,1050013,131032,東京都,港区,浜松町一丁目27番12号,03-3433-5671,https://www.kotsu.metro.tokyo.jp/subway/stations/daimon.html,35.7496762,139.8031546,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,B1F,有,6,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,6,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 本郷三丁目,2022/1/31,1130033,131059,東京都,文京区,本郷二丁目40番8号,03-3812-6921,https://www.kotsu.metro.tokyo.jp/subway/stations/hongo-sanchome.html,35.7665375,139.8453447,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 上野御徒町,2022/1/31,1100005,131067,東京都,台東区,上野五丁目26番6号,03-3834-6485,https://www.kotsu.metro.tokyo.jp/subway/stations/ueno-okachimachi.html,35.769538,139.8682873,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,2,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,有,有（有料）,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,有,
大江戸線 新御徒町,2022/1/31,1110041,131067,東京都,台東区,元浅草一丁目5番2号,03-3836-2218,https://www.kotsu.metro.tokyo.jp/subway/stations/shin-okachimachi.html,35.6890164,139.7720763,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　東銀座,2022/12/22,1040061,131024,東京都,中央区,銀座四丁目10番10号先,03-3542-2072,https://www.kotsu.metro.tokyo.jp/subway/stations/higashi-ginza.html,35.6938839,139.7809211,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,無,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 蔵前,2022/1/31,1110042,131067,東京都,台東区,寿三丁目3番1号,03-3843-8941,https://www.kotsu.metro.tokyo.jp/subway/stations/kuramae.html,35.6746248,139.7746959,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　宝町,2022/12/22,1040031,131024,東京都,中央区,京橋二丁目13番11号先,03-3535-7606,https://www.kotsu.metro.tokyo.jp/subway/stations/takaracho.html,35.6679621,139.79046,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,2,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 森下,2022/1/31,1350004,131083,東京都,江東区,森下二丁目17番17号,03-3632-2404,https://www.kotsu.metro.tokyo.jp/subway/stations/morishita.html,35.7365665,139.7448211,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　日本橋,2022/12/22,1030027,131024,東京都,中央区,日本橋一丁目13番1号先,03-3272-2409,https://www.kotsu.metro.tokyo.jp/subway/stations/nihombashi.html,35.7334192,139.7370961,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,1,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 清澄白河,2022/1/31,1350021,131083,東京都,江東区,白河一丁目7番14号,03-5620-9854,https://www.kotsu.metro.tokyo.jp/subway/stations/kiyosumi-shirakawa.html,35.7318309,139.7259225,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　人形町,2022/1/31,1030013,131024,東京都,中央区,日本橋人形町三丁目7番13号,03-3662-5095,https://www.kotsu.metro.tokyo.jp/subway/stations/ningyocho.html,35.7295028,139.7087114,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,2,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発〜終車まで,無,無,無,無,有,無,無,
大江戸線 門前仲町,2022/1/31,1350048,131083,東京都,江東区,門前仲町二丁目5番2号先,03-5620-2997,https://www.kotsu.metro.tokyo.jp/subway/stations/monzen-nakacho.html,35.7212199,139.7044228,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,1,B2F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,有,有（有料）,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
浅草線　東日本橋,2022/1/31,1030004,131024,東京都,中央区,東日本橋三丁目11番8号先,03-3661-6225,https://www.kotsu.metro.tokyo.jp/subway/stations/higashi-nihombashi.html,35.7125654,139.7016728,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,無,無,
大江戸線 月島,2022/1/31,1040052,131024,東京都,中央区,月島一丁目5番4号先,03-3532-0348,https://www.kotsu.metro.tokyo.jp/subway/stations/tsukishima.html,35.6896067,139.6983826,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,3,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 勝どき,2022/1/31,1040054,131024,東京都,中央区,勝どき二丁目10番15号先,03-3536-7441,https://www.kotsu.metro.tokyo.jp/subway/stations/kachidoki.html,35.6702285,139.7005089,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,4,B2F,有,6,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,8,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 築地市場,2022/1/31,1040045,131024,東京都,中央区,築地五丁目1番2号,03-5565-8528,https://www.kotsu.metro.tokyo.jp/subway/stations/tsukijishijo.html,35.6580339,139.6994471,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 汐留,2022/1/31,1050021,131032,東京都,港区,東新橋一丁目9番1号先,03-3573-1017,https://www.kotsu.metro.tokyo.jp/subway/stations/shiodome.html,35.6467139,139.707889,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,1,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 赤羽橋,2022/1/31,1060044,131032,東京都,港区,東麻布一丁目28番13号,03-3589-1656,https://www.kotsu.metro.tokyo.jp/subway/stations/akabanebashi.html,35.6404854,139.697559,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 麻布十番,2022/1/31,1060045,131032,東京都,港区,麻布十番一丁目4番6号,03-3589-2170,https://www.kotsu.metro.tokyo.jp/subway/stations/azabu-juban.html,35.6261591,139.7214135,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B4F,有,1,B4F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 国立競技場,2022/1/31,1600013,131041,東京都,新宿区,霞ヶ丘町10番地3号,03-3746-0254,https://www.kotsu.metro.tokyo.jp/subway/stations/kokuritsu-kyogijo.html,35.6198513,139.7260005,無,,無,,有,4,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 都庁前,2022/1/31,1600023,131041,東京都,新宿区,西新宿二丁目8番1号,03-5322-0255,https://www.kotsu.metro.tokyo.jp/subway/stations/tochomae.html,35.760257,139.72005,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,B2F,有,2,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 西新宿五丁目,2022/1/31,1600023,131041,東京都,新宿区,西新宿五丁目25番9号,03-3377-9152,https://www.kotsu.metro.tokyo.jp/subway/stations/nishi-shinjuku-gochome.html,35.6417094,139.5182664,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 中野坂上,2022/1/31,1640011,131148,東京都,中野区,中央二丁目2番28号,03-3368-3129,https://www.kotsu.metro.tokyo.jp/subway/stations/nakano-sakaue.html,35.644292,139.5003793,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,1,B2F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,車いす対応エスカレーター有（階段昇降機）。
大江戸線 中井,2022/1/31,1610034,131041,東京都,新宿区,上落合二丁目20番8号,03-5330-2751,https://www.kotsu.metro.tokyo.jp/subway/stations/nakai.html,35.6492077,139.4872687,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 落合南長崎,2022/1/31,1610031,131041,東京都,新宿区,西落合三丁目1番18号,03-5982-3715,https://www.kotsu.metro.tokyo.jp/subway/stations/ochiai-minami-nagasaki.html,35.6662248,139.4749951,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 新江古田,2022/1/31,1650023,131148,東京都,中野区,江原町二丁目29番13号,03-3992-9536,https://www.kotsu.metro.tokyo.jp/subway/stations/shin-egota.html,35.6685677,139.4665513,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 練馬,2022/1/31,1760012,131202,東京都,練馬区,豊玉北五丁目17番12号,(03)5999-8711,https://www.kotsu.metro.tokyo.jp/subway/stations/nerima.html,35.6709726,139.455184,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 豊島園,2022/1/31,1760001,131202,東京都,練馬区,練馬四丁目14番17号,03-3993-1329,https://www.kotsu.metro.tokyo.jp/subway/stations/toshimaen.html,35.68137,139.4445493,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
大江戸線 練馬春日町,2022/1/31,1790074,131202,東京都,練馬区,春日町三丁目29番25号,03-3999-1431,https://www.kotsu.metro.tokyo.jp/subway/stations/nerima-kasugacho.html,35.685063,139.4293833,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発〜終車まで,無,無,無,無,有,有,無,
